"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"			0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"					0	1729185	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Injury due to legal intervention by firearms"	"E970"	1	8493000	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"			1	8493000	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Late effect of injury due to legal intervention"	"E977"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Legal execution"	"E978"	0	0	0.0 (Unreliable)
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"			0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Injury due to legal intervention by firearms"	"E970"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Injury due to legal intervention by explosives"	"E971"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Injury due to legal intervention by gas"	"E972"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Injury due to legal intervention by blunt object"	"E973"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Injury due to legal intervention by cutting and piercing instruments"	"E974"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Injury due to legal intervention by other specified means"	"E975"	0	0	0.0 (Unreliable)
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Injury due to legal intervention by unspecified means"	"E976"	0	0	0.0 (Unreliable)
