"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"			233	1729185	13.5
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	937	8518000	11.0
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	1033	8615000	12.0
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	1027	8647392	11.9
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	1095	8773000	12.5
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	1142	8758000	13.0
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	1155	8705000	13.3
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	1019	8631000	11.8
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	969	8493000	11.4
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	928	8228000	11.3
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	923	7964000	11.6
	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	890	7700000	11.6
"Total"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"			11118	93032392	12.0
"Total"	"10-14 years"	"10-14"	"Female"	"F"					13680	110323731	12.4
	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	664	1355000	49.0
	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	650	1389000	46.8
	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	635	1406715	45.1
	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	631	1437000	43.9
	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	594	1449000	41.0
	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	686	1460000	47.0
	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	541	1465000	36.9
	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	541	1464000	37.0
	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	469	1447000	32.4
	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	533	1418000	37.6
	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	475	1387000	34.2
"Total"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"			6419	15677715	40.9
	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	41	122000	33.6
	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	44	128000	34.4
	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	56	150297	37.3
	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	39	143000	27.3
	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	52	149000	34.9
	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	37	157000	23.6
	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	55	164000	33.5
	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	72	179000	40.2
	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	50	188000	26.6
	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	52	195000	26.7
	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	46	201000	22.9
"Total"	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"			544	1776297	30.6
	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	2630	8890000	29.6
	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	2563	8996000	28.5
	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	2708	9033725	30.0
	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	2610	9169000	28.5
	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	2798	9154000	30.6
	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	2831	9103000	31.1
	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	2612	9039000	28.9
	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	2495	8891000	28.1
	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	2279	8616000	26.5
	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	2209	8341000	26.5
	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	2162	8069000	26.8
"Total"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"			27897	97301725	28.7
"Total"	"10-14 years"	"10-14"	"Male"	"M"					34860	114755737	30.4
"Total"	"10-14 years"	"10-14"							48540	225079468	21.6
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	396	1136000	34.9
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	532	1182000	45.0
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	459	1221440	37.6
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	554	1276000	43.4
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	496	1328000	37.3
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	528	1371000	38.5
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	486	1411000	34.4
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	474	1441000	32.9
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	409	1468000	27.9
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	481	1482000	32.5
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	417	1497000	27.9
"Total"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"			5232	14813440	35.3
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	44	110000	40.0
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	61	116000	52.6
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	57	135971	41.9
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	56	134000	41.8
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	88	144000	61.1
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	77	154000	50.0
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	59	164000	36.0
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	76	177000	42.9
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	73	188000	38.8
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	84	196000	42.9
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	75	205000	36.6
"Total"	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"			750	1723971	43.5
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	2647	7767000	34.1
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	2827	7936000	35.6
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	2833	8079090	35.1
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	2967	8330000	35.6
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	3170	8516000	37.2
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	3297	8668000	38.0
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	2993	8774000	34.1
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	2939	8847000	33.2
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	3220	8926000	36.1
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	3382	8903000	38.0
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	3389	8853000	38.3
"Total"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"			33664	93599090	36.0
"Total"	"15-19 years"	"15-19"	"Female"	"F"					39646	110136501	36.0
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	1857	1114000	166.7
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	2078	1158000	179.4
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	2114	1201605	175.9
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	2067	1259000	164.2
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	2116	1312000	161.3
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	1940	1354000	143.3
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	1878	1395000	134.6
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	1779	1427000	124.7
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	1590	1457000	109.1
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	1604	1469000	109.2
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	1476	1485000	99.4
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"			20499	14631605	140.1
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	140	110000	127.3
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	184	116000	158.6
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	186	140972	131.9
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	220	136000	161.8
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	210	147000	142.9
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	226	158000	143.0
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	216	169000	127.8
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	202	184000	109.8
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	256	197000	129.9
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	267	206000	129.6
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	253	217000	116.6
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"			2360	1780972	132.5
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	9119	7953000	114.7
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	9741	8113000	120.1
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	9628	8291270	116.1
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	9909	8580000	115.5
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	10570	8777000	120.4
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	11219	8941000	125.5
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	10771	9065000	118.8
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	10575	9146000	115.6
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	10342	9242000	111.9
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	10958	9220000	118.9
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	11028	9179000	120.1
"Total"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"			113860	96507270	118.0
"Total"	"15-19 years"	"15-19"	"Male"	"M"					136719	112919847	121.1
"Total"	"15-19 years"	"15-19"							176365	223056348	79.1
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	508	878000	57.9
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	587	931000	63.1
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	615	974372	63.1
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	699	1060000	65.9
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	756	1099000	68.8
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	782	1141000	68.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	740	1185000	62.4
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	708	1232000	57.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	719	1273000	56.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	703	1324000	53.1
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	697	1368000	51.0
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"			7514	12465372	60.3
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	49	102000	48.0
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	62	112000	55.4
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	84	138373	60.7
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	80	140000	57.1
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	96	150000	64.0
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	118	159000	74.2
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	82	167000	49.1
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	93	179000	52.0
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	102	191000	53.4
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	97	203000	47.8
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	101	214000	47.2
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"			964	1755373	54.9
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	2286	6867000	33.3
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	2485	7144000	34.8
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	2691	7341007	36.7
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	2723	7827000	34.8
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	2936	7772000	37.8
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	2844	7898000	36.0
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	2684	8063000	33.3
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	2854	8266000	34.5
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	2914	8437000	34.5
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	3275	8625000	38.0
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	3457	8791000	39.3
"Total"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"			31149	87031007	35.8
"Total"	"20-24 years"	"20-24"	"Female"	"F"					39627	101251752	39.1
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	2280	748000	304.8
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	2645	798000	331.5
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	2961	839848	352.6
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	3224	937000	344.1
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	3320	988000	336.0
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	3084	1029000	299.7
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	3024	1072000	282.1
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	2951	1116000	264.4
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	2730	1160000	235.3
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	2652	1211000	219.0
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	2812	1250000	225.0
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"			31683	11148848	284.2
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	194	95000	204.2
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	216	105000	205.7
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	246	136601	180.1
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	260	132000	197.0
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	306	140000	218.6
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	322	149000	216.1
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	274	157000	174.5
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	338	172000	196.5
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	302	187000	161.5
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	341	200000	170.5
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	370	212000	174.5
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"			3169	1685601	188.0
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	9899	6365000	155.5
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	10794	6677000	161.7
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	10834	6940820	156.1
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	11096	7607000	145.9
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	11612	7717000	150.5
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	12360	7897000	156.5
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	11933	8115000	147.0
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	12379	8352000	148.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	12378	8546000	144.8
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	13400	8748000	153.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	13942	8913000	156.4
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"			130627	85877820	152.1
"Total"	"20-24 years"	"20-24"	"Male"	"M"					165479	98712269	167.6
"Total"	"20-24 years"	"20-24"							205106	199964021	102.6
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	855	1392000	61.4
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	895	1425000	62.8
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	939	1455562	64.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	1017	1504000	67.6
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	1032	1575000	65.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	1072	1643000	65.2
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	1096	1724000	63.6
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	1036	1808000	57.3
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	1061	1896000	56.0
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	1049	1983000	52.9
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	1033	2072000	49.9
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"			11085	18477562	60.0
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	98	179000	54.7
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	110	192000	57.3
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	112	230020	48.7
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	134	224000	59.8
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	108	249000	43.4
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	151	277000	54.5
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	152	306000	49.7
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	148	344000	43.0
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	162	376000	43.1
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	152	407000	37.3
	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	163	434000	37.6
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"			1490	3218020	46.3
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	3139	10543000	29.8
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	3401	10847000	31.4
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	3569	11004490	32.4
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	3741	11369000	32.9
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	3934	12096000	32.5
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	4029	12650000	31.8
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	3970	13181000	30.1
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	4165	13681000	30.4
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	4058	14202000	28.6
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	4413	14695000	30.0
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	4641	15056000	30.8
"Total"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"			43060	139324490	30.9
"Total"	"25-34 years"	"25-34"	"Female"	"F"					55635	161020072	34.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	3766	1165000	323.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	3863	1197000	322.7
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	4148	1225630	338.4
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	4383	1272000	344.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	4526	1340000	337.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	4578	1405000	325.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	4552	1480000	307.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	4672	1554000	300.6
