"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1981"	"1981"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	229803	2681338	8570.5
	"1981"	"1981"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	13365	112631	11866.2
	"1981"	"1981"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	1077	13579	7931.4
	"1981"	"1981"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	220183	1522433	14462.6
	"1981"	"1981"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	8468	55547	15244.7
	"1981"	"1981"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	931	8270	11257.6
	"1981"	"1981"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	118475	636715	18607.2
	"1981"	"1981"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	61	Not Applicable	Not Applicable
	"1981"	"1981"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	6	Not Applicable	Not Applicable
	"1981"	"1981"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	122	Not Applicable	Not Applicable
	"1981"	"1981"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	116	Not Applicable	Not Applicable
	"1981"	"1981"	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	24	Not Applicable	Not Applicable
	"1981"	"1981"	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	285	Not Applicable	Not Applicable
	"1982"	"1982"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	5157	279690	1843.8
	"1982"	"1982"	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	477	61931	770.2
	"1982"	"1982"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	12694	1453240	873.5
	"1982"	"1982"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	6485	288816	2245.4
	"1982"	"1982"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	623	65283	954.3
	"1982"	"1982"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	16965	1531577	1107.7
	"1982"	"1982"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	797	1013841	78.6
	"1982"	"1982"	"1-4 years"	"1-4"	"Female"	"F"	"Other Race"	"2131-1"	107	225768	47.4
	"1982"	"1982"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	2558	5398933	47.4
	"1982"	"1982"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	990	1031502	96.0
	"1982"	"1982"	"1-4 years"	"1-4"	"Male"	"M"	"Other Race"	"2131-1"	121	230922	52.4
	"1982"	"1982"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	3337	5683293	58.7
	"1982"	"1982"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	399	1200587	33.2
	"1982"	"1982"	"5-9 years"	"5-9"	"Female"	"F"	"Other Race"	"2131-1"	46	257411	17.9
	"1982"	"1982"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	1383	6333206	21.8
	"1982"	"1982"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	557	1222987	45.5
	"1982"	"1982"	"5-9 years"	"5-9"	"Male"	"M"	"Other Race"	"2131-1"	69	266298	25.9
	"1982"	"1982"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	2060	6677456	30.9
	"1982"	"1982"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	337	1331260	25.3
	"1982"	"1982"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	43	268918	16.0
	"1982"	"1982"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	1494	7267060	20.6
	"1982"	"1982"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	573	1352570	42.4
	"1982"	"1982"	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	73	282081	25.9
	"1982"	"1982"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	2591	7642689	33.9
	"1982"	"1982"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	696	1457700	47.7
	"1982"	"1982"	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	112	264175	42.4
	"1982"	"1982"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	3709	8086657	45.9
	"1982"	"1982"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	1782	1460935	122.0
	"1982"	"1982"	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	313	287475	108.9
	"1982"	"1982"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	10429	8404742	124.1
	"1982"	"1982"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	1173	1468979	79.9
	"1982"	"1982"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	166	289368	57.4
	"1982"	"1982"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	4739	9046407	52.4
	"1982"	"1982"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	3251	1354899	239.9
	"1982"	"1982"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	418	295075	141.7
	"1982"	"1982"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	15183	9227405	164.5
	"1982"	"1982"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	3369	2497828	134.9
	"1982"	"1982"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	362	647907	55.9
	"1982"	"1982"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	10217	16676461	61.3
	"1982"	"1982"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	7937	2185637	363.1
	"1982"	"1982"	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	765	585742	130.6
	"1982"	"1982"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	26660	16823681	158.5
	"1982"	"1982"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	4543	1600579	283.8
	"1982"	"1982"	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	441	432572	101.9
	"1982"	"1982"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	15666	12231142	128.1
	"1982"	"1982"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	8117	1336685	607.2
	"1982"	"1982"	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	708	398626	177.6
	"1982"	"1982"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	28830	12030746	239.6
	"1982"	"1982"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	8740	1264487	691.2
	"1982"	"1982"	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	767	283796	270.3
	"1982"	"1982"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	35575	10008291	355.5
	"1982"	"1982"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	13791	1035289	1332.1
	"1982"	"1982"	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	1106	250653	441.2
	"1982"	"1982"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	63110	9582793	658.6
	"1982"	"1982"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	16541	1090373	1517.0
	"1982"	"1982"	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	1102	204597	538.6
	"1982"	"1982"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	90049	10427360	863.6
	"1982"	"1982"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	24023	871520	2756.4
	"1982"	"1982"	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	1685	174338	966.5
	"1982"	"1982"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	153614	9261705	1658.6
	"1982"	"1982"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	22847	805162	2837.6
	"1982"	"1982"	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	1390	121066	1148.1
	"1982"	"1982"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	166225	8218917	2022.5
	"1982"	"1982"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	28678	575871	4979.9
	"1982"	"1982"	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	2318	107250	2161.3
	"1982"	"1982"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	244362	6319634	3866.7
	"1982"	"1982"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	22834	389855	5857.0
	"1982"	"1982"	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	1415	52169	2712.3
	"1982"	"1982"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	241773	4722252	5119.9
	"1982"	"1982"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	20854	240902	8656.6
	"1982"	"1982"	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	2346	44874	5228.0
	"1982"	"1982"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	232737	2752822	8454.5
	"1982"	"1982"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	13409	118263	11338.3
	"1982"	"1982"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	1172	14383	8148.5
	"1982"	"1982"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	223582	1587447	14084.4
	"1982"	"1982"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	8466	57732	14664.3
	"1982"	"1982"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	1029	8949	11498.5
	"1982"	"1982"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	119069	649933	18320.2
	"1982"	"1982"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	61	Not Applicable	Not Applicable
	"1982"	"1982"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	8	Not Applicable	Not Applicable
	"1982"	"1982"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	182	Not Applicable	Not Applicable
	"1982"	"1982"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	106	Not Applicable	Not Applicable
	"1982"	"1982"	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	17	Not Applicable	Not Applicable
	"1982"	"1982"	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	292	Not Applicable	Not Applicable
	"1983"	"1983"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	4983	277509	1795.6
	"1983"	"1983"	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	505	63221	798.8
	"1983"	"1983"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	12170	1432650	849.5
	"1983"	"1983"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	6259	285115	2195.3
	"1983"	"1983"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	579	66620	869.1
	"1983"	"1983"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	16131	1513818	1065.6
	"1983"	"1983"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	765	1036597	73.8
	"1983"	"1983"	"1-4 years"	"1-4"	"Female"	"F"	"Other Race"	"2131-1"	97	243861	39.8
	"1983"	"1983"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	2427	5511605	44.0
	"1983"	"1983"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	1029	1055154	97.5
	"1983"	"1983"	"1-4 years"	"1-4"	"Male"	"M"	"Other Race"	"2131-1"	143	249495	57.3
	"1983"	"1983"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	3340	5800987	57.6
	"1983"	"1983"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	370	1204064	30.7
	"1983"	"1983"	"5-9 years"	"5-9"	"Female"	"F"	"Other Race"	"2131-1"	61	267681	22.8
	"1983"	"1983"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	1296	6363441	20.4
	"1983"	"1983"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	494	1228006	40.2
	"1983"	"1983"	"5-9 years"	"5-9"	"Male"	"M"	"Other Race"	"2131-1"	77	276240	27.9
	"1983"	"1983"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	1961	6713819	29.2
	"1983"	"1983"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	345	1322407	26.1
	"1983"	"1983"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	45	284570	15.8
	"1983"	"1983"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	1371	7122927	19.2
	"1983"	"1983"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	575	1345751	42.7
	"1983"	"1983"	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	85	298347	28.5
	"1983"	"1983"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	2463	7494524	32.9
	"1983"	"1983"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	685	1426935	48.0
	"1983"	"1983"	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	107	273135	39.2
	"1983"	"1983"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	3563	7814833	45.6
	"1983"	"1983"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	1619	1432308	113.0
	"1983"	"1983"	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	281	297221	94.5
	"1983"	"1983"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	9462	8143529	116.2
	"1983"	"1983"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	1221	1477004	82.7
	"1983"	"1983"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	152	303812	50.0
	"1983"	"1983"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	4507	8981291	50.2
	"1983"	"1983"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	3004	1369626	219.3
	"1983"	"1983"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	460	314377	146.3
	"1983"	"1983"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	14021	9186173	152.6
	"1983"	"1983"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	3358	2575796	130.4
	"1983"	"1983"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	359	684723	52.4
	"1983"	"1983"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	10217	16936125	60.3
	"1983"	"1983"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	7596	2259657	336.2
	"1983"	"1983"	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	787	624760	126.0
	"1983"	"1983"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	26465	17126696	154.5
	"1983"	"1983"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	4638	1667462	278.1
	"1983"	"1983"	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	507	475825	106.6
	"1983"	"1983"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	15816	12741961	124.1
	"1983"	"1983"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	8194	1397407	586.4
	"1983"	"1983"	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	775	433682	178.7
	"1983"	"1983"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	29419	12550970	234.4
	"1983"	"1983"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	8799	1273406	691.0
	"1983"	"1983"	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	782	299383	261.2
	"1983"	"1983"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	34914	9934259	351.5
	"1983"	"1983"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	13529	1045100	1294.5
	"1983"	"1983"	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	1087	269007	404.1
	"1983"	"1983"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	60782	9534316	637.5
	"1983"	"1983"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	17095	1102951	1549.9
	"1983"	"1983"	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	1162	220305	527.5
	"1983"	"1983"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	90875	10436004	870.8
	"1983"	"1983"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	24716	878687	2812.8
	"1983"	"1983"	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	1840	184969	994.8
	"1983"	"1983"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	153252	9288966	1649.8
	"1983"	"1983"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	24148	815375	2961.6
	"1983"	"1983"	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	1498	130374	1149.0
	"1983"	"1983"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	169060	8341572	2026.7
	"1983"	"1983"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	29399	579219	5075.6
	"1983"	"1983"	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	2570	112353	2287.4
	"1983"	"1983"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	247705	6434543	3849.6
	"1983"	"1983"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	24137	403645	5979.8
	"1983"	"1983"	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	1603	55348	2896.2
	"1983"	"1983"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	248717	4848871	5129.4
	"1983"	"1983"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	22477	246537	9117.1
	"1983"	"1983"	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	2465	47817	5155.1
	"1983"	"1983"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	241819	2826584	8555.2
	"1983"	"1983"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	14615	123777	11807.5
	"1983"	"1983"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	1364	15181	8984.9
	"1983"	"1983"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	238733	1647150	14493.7
	"1983"	"1983"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	8918	59885	14891.9
	"1983"	"1983"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	1056	9689	10899.0
	"1983"	"1983"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	124677	662753	18812.0
	"1983"	"1983"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	54	Not Applicable	Not Applicable
	"1983"	"1983"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	20	Not Applicable	Not Applicable
	"1983"	"1983"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	137	Not Applicable	Not Applicable
	"1983"	"1983"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	102	Not Applicable	Not Applicable
	"1983"	"1983"	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	28	Not Applicable	Not Applicable
	"1983"	"1983"	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	282	Not Applicable	Not Applicable
	"1984"	"1984"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	4920	279807	1758.4
	"1984"	"1984"	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	498	65490	760.4
	"1984"	"1984"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	11803	1444354	817.2
	"1984"	"1984"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	5961	288331	2067.4
	"1984"	"1984"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	593	68413	866.8
	"1984"	"1984"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	15805	1522746	1037.9
	"1984"	"1984"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	760	1046926	72.6
	"1984"	"1984"	"1-4 years"	"1-4"	"Female"	"F"	"Other Race"	"2131-1"	127	261620	48.5
	"1984"	"1984"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	2343	5591741	41.9
	"1984"	"1984"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	919	1067688	86.1
	"1984"	"1984"	"1-4 years"	"1-4"	"Male"	"M"	"Other Race"	"2131-1"	153	267331	57.2
	"1984"	"1984"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	3070	5887698	52.1
	"1984"	"1984"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	372	1230279	30.2
	"1984"	"1984"	"5-9 years"	"5-9"	"Female"	"F"	"Other Race"	"2131-1"	36	282050	12.8
	"1984"	"1984"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	1252	6462341	19.4
	"1984"	"1984"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	538	1254338	42.9
	"1984"	"1984"	"5-9 years"	"5-9"	"Male"	"M"	"Other Race"	"2131-1"	73	291468	25.0
	"1984"	"1984"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	1869	6817449	27.4
	"1984"	"1984"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	342	1301455	26.3
	"1984"	"1984"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	57	298228	19.1
	"1984"	"1984"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	1432	6920449	20.7
	"1984"	"1984"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	577	1328039	43.4
	"1984"	"1984"	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	70	312127	22.4
	"1984"	"1984"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	2458	7289977	33.7
	"1984"	"1984"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	627	1397957	44.9
	"1984"	"1984"	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	108	286347	37.7
	"1984"	"1984"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	3550	7602840	46.7
	"1984"	"1984"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	1565	1403667	111.5
	"1984"	"1984"	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	288	310472	92.8
	"1984"	"1984"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	9075	7929348	114.4
	"1984"	"1984"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	1148	1477002	77.7
	"1984"	"1984"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	133	318129	41.8
	"1984"	"1984"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	4591	8891598	51.6
	"1984"	"1984"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	2991	1380448	216.7
	"1984"	"1984"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	442	333950	132.4
	"1984"	"1984"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	14299	9128256	156.6
	"1984"	"1984"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	3483	2647244	131.6
	"1984"	"1984"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	382	719889	53.1
	"1984"	"1984"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	10296	17184732	59.9
	"1984"	"1984"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	7897	2329374	339.0
	"1984"	"1984"	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	766	663252	115.5
	"1984"	"1984"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	27104	17417262	155.6
	"1984"	"1984"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	4965	1746846	284.2
	"1984"	"1984"	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	540	522305	103.4
	"1984"	"1984"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	16464	13236389	124.4
	"1984"	"1984"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	8920	1469294	607.1
	"1984"	"1984"	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	821	472297	173.8
	"1984"	"1984"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	30846	13055802	236.3
	"1984"	"1984"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	8561	1283727	666.9
	"1984"	"1984"	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	769	316311	243.1
	"1984"	"1984"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	34052	9910332	343.6
	"1984"	"1984"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	13537	1055738	1282.2
	"1984"	"1984"	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	1169	289113	404.3
	"1984"	"1984"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	59125	9530202	620.4
	"1984"	"1984"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	16848	1112918	1513.9
	"1984"	"1984"	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	1330	236492	562.4
	"1984"	"1984"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	90561	10422781	868.9
	"1984"	"1984"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	24642	883962	2787.7
	"1984"	"1984"	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	1908	195741	974.8
