"country_name","country_code","year","gdp_pc_ppp"
"Mali","MLI",1996,841.381683426446
"Malta","MLT",1996,14660.6097578232
"Middle East & North Africa (developing only)","MNA",1996,5695.42381683649
"Mongolia","MNG",1996,2686.48621900063
"Mozambique","MOZ",1996,359.96531385391
"Mauritania","MRT",1996,1902.97694882479
"Mauritius","MUS",1996,7039.72772000419
"Malawi","MWI",1996,464.22983144168
"Malaysia","MYS",1996,11183.5286169724
"North America","NAC",1996,29449.5400885764
"Namibia","NAM",1996,4387.63600775969
"Niger","NER",1996,601.317946393332
"Nigeria","NGA",1996,2084.56527772863
"Nicaragua","NIC",1996,2313.69030415911
"Netherlands","NLD",1996,23981.0037270758
"High income: nonOECD","NOC",1996,11764.0831198807
"Norway","NOR",1996,26053.9413327743
"Nepal","NPL",1996,1071.96183722337
"New Zealand","NZL",1996,18145.4339149975
"High income: OECD","OEC",1996,23212.1314620543
"OECD members","OED",1996,20871.1839715466
"Oman","OMN",1996,29814.3452166191
"Other small states","OSS",1996,4125.17179174338
"Pakistan","PAK",1996,2470.00318237108
"Panama","PAN",1996,6581.39408103065
"Peru","PER",1996,4651.17242880112
"Philippines","PHL",1996,3055.16424673825
"Palau","PLW",1996,11294.7348653224
"Papua New Guinea","PNG",1996,1668.1496738115
"Poland","POL",1996,8074.55867828756
"Puerto Rico","PRI",1996,21644.1178695601
"Portugal","PRT",1996,14196.5707214519
"Paraguay","PRY",1996,4856.50406899858
"Pacific island small states","PSS",1996,3279.38291981217
"Qatar","QAT",1996,59395.9891232034
"Romania","ROU",1996,5729.30666847357
"Russian Federation","RUS",1996,5515.98203748607
"Rwanda","RWA",1996,556.516171471794
"South Asia","SAS",1996,1654.58663503526
"Saudi Arabia","SAU",1996,26806.9713803832
"Sudan","SDN",1996,1570.06346928476
"Senegal","SEN",1996,1310.48078734688
"Singapore","SGP",1996,34319.4560214451
"Solomon Islands","SLB",1996,1661.51561179296
"Sierra Leone","SLE",1996,787.957171463618
"El Salvador","SLV",1996,4180.58406679136
"Serbia","SRB",1996,5141.9016377435
"Sub-Saharan Africa (developing only)","SSA",1996,1739.36983481007
"Sub-Saharan Africa (all income levels)","SSF",1996,1739.66458511834
"Small states","SST",1996,4982.17177296478
"Suriname","SUR",1996,7310.99659125821
"Slovak Republic","SVK",1996,9213.72041555866
"Slovenia","SVN",1996,14047.4356421123
"Sweden","SWE",1996,23621.4357324175
"Swaziland","SWZ",1996,4222.51441817769
"Seychelles","SYC",1996,11528.1386154083
"Chad","TCD",1996,766.94869484372
"Togo","TGO",1996,945.021408471592
"Thailand","THA",1996,7199.19249677857
"Tajikistan","TJK",1996,772.933531366583
"Turkmenistan","TKM",1996,3596.68358641129
"Tonga","TON",1996,3164.13556086848
"Trinidad and Tobago","TTO",1996,10819.6710746005
"Tunisia","TUN",1996,4750.5506745196
"Turkey","TUR",1996,5831.12555520218
"Tuvalu","TUV",1996,1869.06725234576
"Tanzania","TZA",1996,1026.64623643583
"Uganda","UGA",1996,714.19937998959
"Ukraine","UKR",1996,3427.95288994857
"Upper middle income","UMC",1996,4189.00469870487
"Uruguay","URY",1996,8763.10210830724
"United States","USA",1996,30068.2272062481
"Uzbekistan","UZB",1996,1647.07993507139
"St. Vincent and the Grenadines","VCT",1996,4548.37460225422
"Venezuela, RB","VEN",1996,11177.9985821137
"Vietnam","VNM",1996,1632.47100330004
"Vanuatu","VUT",1996,1943.16497303617
"West Bank and Gaza","PSE",1996,2125.20089696948
"World","WLD",1996,6659.22714135826
"Samoa","WSM",1996,2922.65665427005
"Yemen, Rep.","YEM",1996,2731.55010152328
"South Africa","ZAF",1996,7374.48499085127
"Congo, Dem. Rep.","COD",1996,561.817028549984
"Zambia","ZMB",1996,1619.81605584288
"Zimbabwe","ZWE",1996,1946.23763999507
"Angola","AGO",1997,2453.63920529218
"Albania","ALB",1997,2985.97729281793
"Arab World","ARB",1997,8017.24526411053
"United Arab Emirates","ARE",1997,82802.8460677315
"Armenia","ARM",1997,1842.4197956479
"Antigua and Barbuda","ATG",1997,13745.6273859105
"Australia","AUS",1997,22938.7963877894
"Austria","AUT",1997,25551.7236385648
"Azerbaijan","AZE",1997,2636.62548583817
"Burundi","BDI",1997,557.130931436635
"Belgium","BEL",1997,24253.7984607545
"Benin","BEN",1997,1096.79816055624
"Burkina Faso","BFA",1997,756.787124029533
"Bangladesh","BGD",1997,1099.85784794979
"Bulgaria","BGR",1997,5408.94945477468
"Bahrain","BHR",1997,33103.3122502584
"Bahamas, The","BHS",1997,17374.6716729113
"Bosnia and Herzegovina","BIH",1997,3367.18385073152
"Belarus","BLR",1997,4600.97730340219
"Belize","BLZ",1997,4668.4749581496
"Bermuda","BMU",1997,33644.8509516892
"Bolivia","BOL",1997,3222.87887542604
"Brazil","BRA",1997,8319.82715929118
"Barbados","BRB",1997,10277.383866094
"Brunei Darussalam","BRN",1997,57181.4574917394
"Bhutan","BTN",1997,2406.3536520458
"Botswana","BWA",1997,7301.04671681705
"Central African Republic","CAF",1997,532.008464430151
"Canada","CAN",1997,25000.5753114498
"Central Europe and the Baltics","CEB",1997,8654.20524415373
"Switzerland","CHE",1997,30943.4867827326
"Chile","CHL",1997,8438.4371024013
"China","CHN",1997,2225.33720563139
"Cote d'Ivoire","CIV",1997,2411.8241595967
"Cameroon","CMR",1997,1730.14013922551
"Congo, Rep.","COG",1997,3490.68206201684
"Colombia","COL",1997,6654.25927001211
"Comoros","COM",1997,1046.06918918998
"Cabo Verde","CPV",1997,2111.83047358983
"Costa Rica","CRI",1997,6502.89061947839
"Caribbean small states","CSS",1997,7344.03739116784
"Cuba","CUB",1997,7561.64748934098
"Cyprus","CYP",1997,16264.6922870645
"Czech Republic","CZE",1997,14904.0614589627
"Germany","DEU",1997,24172.3435474357
"Djibouti","DJI",1997,1607.40539917417
"Dominica","DMA",1997,5676.41835335348
"Denmark","DNK",1997,25702.1797221745
"Dominican Republic","DOM",1997,5234.13594909587
"Algeria","DZA",1997,7045.59487222624
"East Asia & Pacific (developing only)","EAP",1997,2750.50592592468
"East Asia & Pacific (all income levels)","EAS",1997,4975.83323155881
"Europe & Central Asia (developing only)","ECA",1997,4568.87889264603
"Europe & Central Asia (all income levels)","ECS",1997,13465.7568278325
"Ecuador","ECU",1997,6009.46157217634
"Egypt, Arab Rep.","EGY",1997,5320.98043901837
"Euro area","EMU",1997,21726.1623631428
"Eritrea","ERI",1997,1226.73316529289
"Spain","ESP",1997,18180.282325008
"Estonia","EST",1997,7998.66054447807
"Ethiopia","ETH",1997,476.545317651383
"European Union","EUU",1997,19492.908177812
"Fragile and conflict affected situations","FCS",1997,1931.32137815064
"Finland","FIN",1997,21589.1129774827
"Fiji","FJI",1997,4600.68877524124
"France","FRA",1997,22237.4257445383
"Micronesia, Fed. Sts.","FSM",1997,2171.63301213137
"Gabon","GAB",1997,15359.5899905925
"United Kingdom","GBR",1997,23720.4104851061
"Georgia","GEO",1997,2230.07263454465
"Ghana","GHA",1997,1600.16588405421
"Guinea","GIN",1997,822.812832865232
"Gambia, The","GMB",1997,1109.61688027992
"Guinea-Bissau","GNB",1997,1402.24883483351
"Equatorial Guinea","GNQ",1997,5323.71010127009
"Greece","GRC",1997,16907.8753972653
"Grenada","GRD",1997,6135.83471355683
"Guatemala","GTM",1997,4528.55775681999
"Guyana","GUY",1997,3894.59430140452
"High income","HIC",1997,21968.4791778376
"Hong Kong SAR, China","HKG",1997,25429.8831782158
"Honduras","HND",1997,2626.85480210841
"Heavily indebted poor countries (HIPC)","HPC",1997,1071.51469585906
"Croatia","HRV",1997,9720.29174313244
"Hungary","HUN",1997,10042.3557400544
"Indonesia","IDN",1997,4770.6680403743
"India","IND",1997,1688.8907892912
"Ireland","IRL",1997,22065.264511295
"Iran, Islamic Rep.","IRN",1997,7735.67147412647
"Iraq","IRQ",1997,6067.00295569278
"Iceland","ISL",1997,26751.30025773
"Israel","ISR",1997,21201.9107174387
"Italy","ITA",1997,23460.8963195797
"Jamaica","JAM",1997,6313.89209287194
"Jordan","JOR",1997,5654.64388785573
"Japan","JPN",1997,24626.3790487805
"Kazakhstan","KAZ",1997,6436.99050206807
"Kenya","KEN",1997,1647.04091571002
"Kyrgyz Republic","KGZ",1997,1465.41945604368
"Cambodia","KHM",1997,867.651837823874
"Kiribati","KIR",1997,1178.3213539953
"St. Kitts and Nevis","KNA",1997,13748.7945347957
"Korea, Rep.","KOR",1997,15553.5492389146
"Kuwait","KWT",1997,61823.3814890331
"Latin America & Caribbean (developing only)","LAC",1997,7869.90637210335
"Lao PDR","LAO",1997,1575.27209488633
"Lebanon","LBN",1997,9332.34805695211
"Liberia","LBR",1997,218.310051358863
"St. Lucia","LCA",1997,6897.22146227789
"Latin America & Caribbean (all income levels)","LCN",1997,8054.00293273265
"Least developed countries: UN classification","LDC",1997,979.838091732698
"Low income","LIC",1997,893.121420752182
"Sri Lanka","LKA",1997,3322.5691124469
"Lower middle income","LMC",1997,2417.00407416316
"Low & middle income","LMY",1997,3131.454543971
"Lesotho","LSO",1997,1186.74460169817
"Lithuania","LTU",1997,7314.14319932542
"Luxembourg","LUX",1997,42916.6056201865
"Latvia","LVA",1997,6428.28575919023
"Macao SAR, China","MAC",1997,32273.7675693547
"Morocco","MAR",1997,3157.2130551283
"Moldova","MDA",1997,1894.73291619471
"Madagascar","MDG",1997,1053.88700747404
"Middle East & North Africa (all income levels)","MEA",1997,8981.49642067541
"Mexico","MEX",1997,8832.75122958369
"Marshall Islands","MHL",1997,2229.7582539962
"Middle income","MIC",1997,3460.45577040236
"Macedonia, FYR","MKD",1997,5039.12140055052
"Mali","MLI",1997,890.540380451071
"Malta","MLT",1997,15562.681322538
"Middle East & North Africa (developing only)","MNA",1997,5947.73752172327
"Mongolia","MNG",1997,2815.9536230503
"Mozambique","MOZ",1997,392.881594613598
"Mauritania","MRT",1997,1803.46989767412
"Mauritius","MUS",1997,7473.96972334019
"Malawi","MWI",1997,478.305213980344
"Malaysia","MYS",1997,11903.3015067753
"North America","NAC",1997,30921.9934718341
"Namibia","NAM",1997,4512.15158415891
"Niger","NER",1997,606.175690385076
"Nigeria","NGA",1997,2126.05258431318
"Nicaragua","NIC",1997,2400.11432498235
"Netherlands","NLD",1997,25522.2102710833
"High income: nonOECD","NOC",1997,12415.9111455412
"Norway","NOR",1997,27942.7938045348
"Nepal","NPL",1997,1117.30617579436
"New Zealand","NZL",1997,18854.4225851458
"High income: OECD","OEC",1997,24285.2528677843
"OECD members","OED",1997,21844.2052955953
"Oman","OMN",1997,32131.7225553607
"Other small states","OSS",1997,4456.04985829971
"Pakistan","PAK",1997,2471.24094429108
"Panama","PAN",1997,6981.4250711074
"Peru","PER",1997,4951.50424557573
"Philippines","PHL",1997,3197.19246638393
"Palau","PLW",1997,11475.7714061858
"Papua New Guinea","PNG",1997,1588.02331026701
"Poland","POL",1997,8805.23789789874
"Puerto Rico","PRI",1997,22501.2229924424
"Portugal","PRT",1997,15058.9653244526
"Paraguay","PRY",1997,5037.2860391167
"Pacific island small states","PSS",1997,3246.40902123353
"Qatar","QAT",1997,76026.5672296343
"Romania","ROU",1997,5502.1921920187
"Russian Federation","RUS",1997,5697.31708111704
"Rwanda","RWA",1997,590.604489788712
"South Asia","SAS",1997,1713.05314170899
"Saudi Arabia","SAU",1997,27663.3552847989
"Sudan","SDN",1997,1717.97311071728
"Senegal","SEN",1997,1341.11130813555
"Singapore","SGP",1997,36556.5876903587
"Solomon Islands","SLB",1997,1620.07202156696
"Sierra Leone","SLE",1997,752.757960706006
"El Salvador","SLV",1997,4396.39782529398
"Serbia","SRB",1997,5621.89144301749
"Sub-Saharan Africa (developing only)","SSA",1997,1784.1980625654
"Sub-Saharan Africa (all income levels)","SSF",1997,1786.89766417043
"Small states","SST",1997,5242.75456075066
"Suriname","SUR",1997,7757.3980068667
"Slovak Republic","SVK",1997,9962.32610403856
"Slovenia","SVN",1997,15074.9565464458
"Sweden","SWE",1997,24523.3715612066
"Swaziland","SWZ",1997,4330.55709879387
"Seychelles","SYC",1997,12976.0230143932
"Chad","TCD",1997,796.969495425921
"Togo","TGO",1997,1072.12372289128
"Thailand","THA",1997,7145.29507689815
"Tajikistan","TJK",1997,789.522219534142
"Turkmenistan","TKM",1997,3190.43702038952
"Tonga","TON",1997,3202.49953680218
"Trinidad and Tobago","TTO",1997,11282.7745707354
"Tunisia","TUN",1997,5025.77197351809
"Turkey","TUR",1997,6290.94144546746
"Tuvalu","TUV",1997,2083.76662896176
"Tanzania","TZA",1997,1053.62418072699
"Uganda","UGA",1997,740.139682167266
"Ukraine","UKR",1997,3413.29082032947
"Upper middle income","UMC",1997,4456.98729815833
"Uruguay","URY",1997,9607.89012942478
"United States","USA",1997,31572.6352156739
"Uzbekistan","UZB",1997,1729.62780808562
"St. Vincent and the Grenadines","VCT",1997,5244.55397504785
"Venezuela, RB","VEN",1997,11851.3049522918
"Vietnam","VNM",1997,1768.13354211363
"Vanuatu","VUT",1997,2035.77577833319
"West Bank and Gaza","PSE",1997,2563.48208455487
"World","WLD",1997,6954.25019896958
"Samoa","WSM",1997,2976.17867062306
"Yemen, Rep.","YEM",1997,2831.32701160163
"South Africa","ZAF",1997,7522.31459265413
"Congo, Dem. Rep.","COD",1997,527.688157950206
"Zambia","ZMB",1997,1665.24111215588
"Zimbabwe","ZWE",1997,1999.09584062665
"Angola","AGO",1998,2579.23069145257
"Albania","ALB",1998,3423.17336949248
"Arab World","ARB",1998,8410.98925182299
"United Arab Emirates","ARE",1998,79539.8914540398
"Armenia","ARM",1998,2014.21181618526
"Antigua and Barbuda","ATG",1998,14121.2427549376
"Australia","AUS",1998,24220.6392148085
"Austria","AUT",1998,26741.8916088306
"Azerbaijan","AZE",1998,2904.05201542063
"Burundi","BDI",1998,582.779140952954
"Belgium","BEL",1998,24769.9060766074
"Benin","BEN",1998,1120.00449045408
"Burkina Faso","BFA",1998,798.232107791523
"Bangladesh","BGD",1998,1146.65878724092
"Bulgaria","BGR",1998,6123.11931849816
"Bahrain","BHR",1998,33921.7968464995
"Bahamas, The","BHS",1998,18196.0469996649
"Bosnia and Herzegovina","BIH",1998,3821.4012999971
"Belarus","BLR",1998,5065.59069908448
"Belize","BLZ",1998,4752.12146279971
"Bermuda","BMU",1998,35077.5683478399
"Bolivia","BOL",1998,3349.60329140198
"Brazil","BRA",1998,8286.62236395648
"Barbados","BRB",1998,10784.9481267778
"Brunei Darussalam","BRN",1998,56154.2976794802
"Bhutan","BTN",1998,2515.53499137735
"Botswana","BWA",1998,7280.65375391313
"Central African Republic","CAF",1998,551.239136737373
"Canada","CAN",1998,26090.8946557504
"Central Europe and the Baltics","CEB",1998,9061.60657280154
"Switzerland","CHE",1998,32000.5731175559
"Chile","CHL",1998,8740.24968100329
"China","CHN",1998,2402.51967538302
"Cote d'Ivoire","CIV",1998,2488.61171799199
"Cameroon","CMR",1998,1786.13481911601
"Congo, Rep.","COG",1998,3557.80283799517
"Colombia","COL",1998,6647.82489417887
"Comoros","COM",1998,1044.31556886037
"Cabo Verde","CPV",1998,2354.7473254848
"Costa Rica","CRI",1998,6949.5948326043
"Caribbean small states","CSS",1998,7564.27452814808
"Cuba","CUB",1998,7628.12158951097
"Cyprus","CYP",1998,17169.4248510211
"Czech Republic","CZE",1998,14976.7184015466
"Germany","DEU",1998,24846.9028831222
"Djibouti","DJI",1998,1598.51195450005
"Dominica","DMA",1998,6063.13449668299
"Denmark","DNK",1998,26622.069642475
"Dominican Republic","DOM",1998,5570.05864277255
"Algeria","DZA",1998,7369.88580810439
"East Asia & Pacific (developing only)","EAP",1998,2766.98510132758
"East Asia & Pacific (all income levels)","EAS",1998,4951.97977985721
"Europe & Central Asia (developing only)","ECA",1998,5262.54133218408
"Europe & Central Asia (all income levels)","ECS",1998,14115.9656028516
"Ecuador","ECU",1998,6146.40678712632
"Egypt, Arab Rep.","EGY",1998,5509.32099280598
"Euro area","EMU",1998,22741.3453121454
"Eritrea","ERI",1998,1224.86580272893
"Spain","ESP",1998,19390.712378135
"Estonia","EST",1998,8469.85835974608
"Ethiopia","ETH",1998,451.857163762042
"European Union","EUU",1998,20358.7418070962
"Fragile and conflict affected situations","FCS",1998,2196.07943591314
"Finland","FIN",1998,23279.1062223323
"Fiji","FJI",1998,4666.81101125223
"France","FRA",1998,23333.1664640479
"Micronesia, Fed. Sts.","FSM",1998,2265.70967439958
"Gabon","GAB",1998,15665.2027162621
"United Kingdom","GBR",1998,24458.5747318435
"Georgia","GEO",1998,2347.200043243
"Ghana","GHA",1998,1655.81778132849
"Guinea","GIN",1998,845.662611746182
"Gambia, The","GMB",1998,1128.57977012124
"Guinea-Bissau","GNB",1998,996.848299006187
"Equatorial Guinea","GNQ",1998,6452.03740102032
"Greece","GRC",1998,17513.3430907145
"Grenada","GRD",1998,6596.59683918179
"Guatemala","GTM",1998,4697.7178594916
"Guyana","GUY",1998,3851.38412893958
"High income","HIC",1998,22649.0700015746
"Hong Kong SAR, China","HKG",1998,23992.4062497469
"Honduras","HND",1998,2674.16929649333
"Heavily indebted poor countries (HIPC)","HPC",1998,1090.66613189101
"Croatia","HRV",1998,10212.9124592622
"Haiti","HTI",1998,1323.70551819226
"Hungary","HUN",1998,10761.2798825283
"Indonesia","IDN",1998,4128.70272871851
"India","IND",1998,1781.69490788754
"Ireland","IRL",1998,24443.7878127231
"Iran, Islamic Rep.","IRN",1998,7886.24123678881
"Iraq","IRQ",1998,8014.29855281826
"Iceland","ISL",1998,28449.3645216604
"Israel","ISR",1998,21854.6461253633
"Italy","ITA",1998,24681.8178273925
"Jamaica","JAM",1998,6178.00825427915
"Jordan","JOR",1998,5732.44401386036
"Japan","JPN",1998,24328.8067524184
"Kazakhstan","KAZ",1998,6494.31756939518
"Kenya","KEN",1998,1675.76393603619
"Kyrgyz Republic","KGZ",1998,1489.7165231315
"Cambodia","KHM",1998,898.187996406523
"Kiribati","KIR",1998,1300.54254536258
"St. Kitts and Nevis","KNA",1998,13896.6343327902
"Korea, Rep.","KOR",1998,14717.3732758923
"Kuwait","KWT",1998,61539.6915595134
"Latin America & Caribbean (developing only)","LAC",1998,7977.75033225413
"Lao PDR","LAO",1998,1622.37679351243
"Lebanon","LBN",1998,9705.65651195959
"Liberia","LBR",1998,264.647886797379
"St. Lucia","LCA",1998,7314.60364214083
"Latin America & Caribbean (all income levels)","LCN",1998,8182.89384851774
"Least developed countries: UN classification","LDC",1998,1006.11823848072
"Low income","LIC",1998,913.477024518005
"Sri Lanka","LKA",1998,3475.97318854611
"Lower middle income","LMC",1998,2420.57836873822
"Low & middle income","LMY",1998,3227.32844195581
"Lesotho","LSO",1998,1207.1843423868
"Lithuania","LTU",1998,8004.33750034529
"Luxembourg","LUX",1998,45435.7285272452
"Latvia","LVA",1998,6924.19134893186
"Macao SAR, China","MAC",1998,30619.3667490825
"Morocco","MAR",1998,3398.57534544343
"Moldova","MDA",1998,1791.51471358687
"Madagascar","MDG",1998,1072.69884452999
"Middle East & North Africa (all income levels)","MEA",1998,9373.6246318143
"Mexico","MEX",1998,9169.31474763767
"Marshall Islands","MHL",1998,2180.34623041078
"Middle income","MIC",1998,3570.52326614152
"Macedonia, FYR","MKD",1998,5240.08224995365
"Mali","MLI",1998,929.929757658834
"Malta","MLT",1998,16269.174545834
"Middle East & North Africa (developing only)","MNA",1998,6314.44185950393
"Mongolia","MNG",1998,2916.72494112184
"Mozambique","MOZ",1998,428.905118668322
"Mauritania","MRT",1998,1818.8783934891
"Mauritius","MUS",1998,7929.86004045253
"Malawi","MWI",1998,488.434359777326
"Malaysia","MYS",1998,10873.0397280871
"North America","NAC",1998,32272.1477495082
"Namibia","NAM",1998,4576.50567115411
"Niger","NER",1998,652.360044267806
"Nigeria","NGA",1998,2152.92694548498
"Nicaragua","NIC",1998,2471.32684574327
"Netherlands","NLD",1998,27262.6186295993
"High income: nonOECD","NOC",1998,12494.6361750507
"Norway","NOR",1998,27403.2022111865
"Nepal","NPL",1998,1135.78362803707
"New Zealand","NZL",1998,19076.9544841593
"High income: OECD","OEC",1998,25101.6532383561
"OECD members","OED",1998,22684.5215051365
"Oman","OMN",1998,33439.6456971808
"Other small states","OSS",1998,4567.72608896228
"Pakistan","PAK",1998,2495.59134018149
"Panama","PAN",1998,7420.77648789631
"Peru","PER",1998,4903.13590117393
"Philippines","PHL",1998,3143.59673847847
"Palau","PLW",1998,11576.105581706
"Papua New Guinea","PNG",1998,1504.28596518742
"Poland","POL",1998,9393.29375678664
"Puerto Rico","PRI",1998,24140.4564230609
"Portugal","PRT",1998,15812.3357846204
"Paraguay","PRY",1998,4986.69023314678
"Pacific island small states","PSS",1998,3300.78680985736
"Qatar","QAT",1998,82230.8057510397
"Romania","ROU",1998,5336.85730212178
"Russian Federation","RUS",1998,5460.34837548116
"Rwanda","RWA",1998,586.533838249665
"South Asia","SAS",1998,1793.36362331142
"Saudi Arabia","SAU",1998,28424.8207632685
"Sudan","SDN",1998,1763.07881812785
"Senegal","SEN",1998,1401.40951514582
"Singapore","SGP",1998,34923.7566089523
"Solomon Islands","SLB",1998,1621.47418540081
"Sierra Leone","SLE",1998,767.945651031242
"El Salvador","SLV",1998,4579.55836271193
"Serbia","SRB",1998,5843.10898942319
"Sub-Saharan Africa (developing only)","SSA",1998,1800.25054964286
"Sub-Saharan Africa (all income levels)","SSF",1998,1803.82674910133
"Small states","SST",1998,5374.75692820279
"Suriname","SUR",1998,7856.31140881025
"Slovak Republic","SVK",1998,10510.1909224633
"Slovenia","SVN",1998,15956.807210117
"Sweden","SWE",1998,25562.9960621191
"Swaziland","SWZ",1998,4395.75306860123
"Seychelles","SYC",1998,13943.6470325951
"Chad","TCD",1998,832.506855574751
"Togo","TGO",1998,1032.150576456
"Thailand","THA",1998,6389.8066420424
"Tajikistan","TJK",1998,829.796642535666
"Turkmenistan","TKM",1998,3407.41869907968
"Tonga","TON",1998,3310.95398819813
"Trinidad and Tobago","TTO",1998,12273.0657114846
"Tunisia","TUN",1998,5255.78370538471
"Turkey","TUR",1998,8728.38602722712
"Tuvalu","TUV",1998,2423.49824147303
"Tanzania","TZA",1998,1077.59395077742
"Uganda","UGA",1998,760.890346595845
"Ukraine","UKR",1998,3415.14450676567
"Upper middle income","UMC",1998,4674.41452269423
"Uruguay","URY",1998,10085.8284761928
"United States","USA",1998,32949.3137674277
"Uzbekistan","UZB",1998,1794.45409746583
"St. Vincent and the Grenadines","VCT",1998,5579.83021690069
"Venezuela, RB","VEN",1998,11778.4309152407
"Vietnam","VNM",1998,1861.54591211514
"Vanuatu","VUT",1998,2109.37177357789
"West Bank and Gaza","PSE",1998,3180.96491196331
"World","WLD",1998,7135.28237859737
"Samoa","WSM",1998,3060.48703784623
"Yemen, Rep.","YEM",1998,2946.72648078754
"South Africa","ZAF",1998,7464.35178103527
"Congo, Dem. Rep.","COD",1998,514.448069262469
"Zambia","ZMB",1998,1631.74613862314
"Zimbabwe","ZWE",1998,2047.85546310423
"Angola","AGO",1999,2626.33065426854
"Albania","ALB",1999,3847.15711084088
"Arab World","ARB",1999,8654.23850476691
"United Arab Emirates","ARE",1999,78999.050519938
"Armenia","ARM",1999,2123.52204635736
"Antigua and Barbuda","ATG",1999,14553.8558206109
"Australia","AUS",1999,25269.8234773227
"Austria","AUT",1999,27752.7177491225
"Azerbaijan","AZE",1999,3135.9592205208
"Burundi","BDI",1999,576.42603594317
"Belgium","BEL",1999,25869.4457621048
"Benin","BEN",1999,1162.27614078569
"Burkina Faso","BFA",1999,845.396707619193
"Bangladesh","BGD",1999,1196.35453945806
"Bulgaria","BGR",1999,5849.43980206686
"Bahrain","BHR",1999,34578.0229544639
"Bahamas, The","BHS",1999,19538.1489831222
"Bosnia and Herzegovina","BIH",1999,4122.32596504932
"Belarus","BLR",1999,5330.80373394967
"Belize","BLZ",1999,5090.11992630944
"Bermuda","BMU",1999,36577.9925992736
"Bolivia","BOL",1999,3341.46158178875
"Brazil","BRA",1999,8302.5902255704
"Barbados","BRB",1999,11187.1271773871
"Brunei Darussalam","BRN",1999,57378.5387562715
"Bhutan","BTN",1999,2680.61877069823
"Botswana","BWA",1999,7944.90610993817
"Central African Republic","CAF",1999,567.675182403369
"Canada","CAN",1999,27584.7856856468
"Central Europe and the Baltics","CEB",1999,9345.15092166928
"Switzerland","CHE",1999,32558.013189599
"Chile","CHL",1999,8681.24142731559
"China","CHN",1999,2599.99209499825
"Cote d'Ivoire","CIV",1999,2504.92732268569
"Cameroon","CMR",1999,1835.99270252996
"Congo, Rep.","COG",1999,3419.60598384838
"Colombia","COL",1999,6349.85576744731
"Comoros","COM",1999,1052.60500898535
"Cabo Verde","CPV",1999,2606.11213362905
"Costa Rica","CRI",1999,7447.67406921224
"Caribbean small states","CSS",1999,7862.24842403075
"Cuba","CUB",1999,8188.48127855204
"Cyprus","CYP",1999,17984.0980698261
"Czech Republic","CZE",1999,15387.3753011263
"Germany","DEU",1999,25759.9238118182
"Djibouti","DJI",1999,1629.41844365944
"Dominica","DMA",1999,6226.76605950409
"Denmark","DNK",1999,27544.0065605429
"Dominican Republic","DOM",1999,5933.51097259189
"Algeria","DZA",1999,7602.16025727568
"East Asia & Pacific (developing only)","EAP",1999,2937.90372937265
"East Asia & Pacific (all income levels)","EAS",1999,5180.3892391738
"Europe & Central Asia (developing only)","ECA",1999,5252.08415238643
"Europe & Central Asia (all income levels)","ECS",1999,14639.3034767617
"Ecuador","ECU",1999,5820.72506408339
"Egypt, Arab Rep.","EGY",1999,5837.07617779049
"Euro area","EMU",1999,23607.200918015
"Eritrea","ERI",1999,1200.97838006392
"Spain","ESP",1999,20316.2328865735
"Estonia","EST",1999,8758.47278185841
"Ethiopia","ETH",1999,468.425791417499
"European Union","EUU",1999,21113.0384819526
"Fragile and conflict affected situations","FCS",1999,2364.65382852918
"Finland","FIN",1999,24501.7799104739
"Fiji","FJI",1999,5110.34114252182
"France","FRA",1999,24250.2107246386
"Micronesia, Fed. Sts.","FSM",1999,2339.19513681733
"Gabon","GAB",1999,14114.4587118407
"United Kingdom","GBR",1999,25149.5353007794
"Georgia","GEO",1999,2468.25472593291
"Ghana","GHA",1999,1713.79462598062
"Guinea","GIN",1999,875.590468925069
"Gambia, The","GMB",1999,1183.42150036063
"Guinea-Bissau","GNB",1999,999.185725123255
"Equatorial Guinea","GNQ",1999,7968.03697374351
"Greece","GRC",1999,18120.4543650066
"Grenada","GRD",1999,7354.89301647127
"Guatemala","GTM",1999,4834.84958994486
"Guyana","GUY",1999,4003.43064771705
"High income","HIC",1999,23632.8470820044
"Hong Kong SAR, China","HKG",1999,24708.7562530369
"Honduras","HND",1999,2605.7590338395
"Heavily indebted poor countries (HIPC)","HPC",1999,1111.35883928409
"Croatia","HRV",1999,10102.1702329411
"Haiti","HTI",1999,1354.71935566266
"Hungary","HUN",1999,11222.2957284799
"Indonesia","IDN",1999,4160.35629134113
"India","IND",1999,1933.92290017681
"Ireland","IRL",1999,26491.0581295897
"Iran, Islamic Rep.","IRN",1999,8009.83595278251
"Iraq","IRQ",1999,9266.79155158551
"Iceland","ISL",1999,29294.6476895713
"Israel","ISR",1999,22423.9567953884
"Italy","ITA",1999,25168.3721861054
"Jamaica","JAM",1999,6289.03423498962
"Jordan","JOR",1999,5863.66313601677
"Japan","JPN",1999,24606.920710743
"Kazakhstan","KAZ",1999,6829.89072041099
"Kenya","KEN",1999,1694.64511055861
"Kyrgyz Republic","KGZ",1999,1543.17920730107
"Cambodia","KHM",1999,996.096046863881
"Kiribati","KIR",1999,1299.07069968749
"St. Kitts and Nevis","KNA",1999,14649.5246367877
"Korea, Rep.","KOR",1999,16428.8466583594
"Kuwait","KWT",1999,58060.8631086315
"Latin America & Caribbean (developing only)","LAC",1999,8010.68375236242
